Data_ID,KPI_ID,KPI_Name,KPI_Description,KPI_Unit,KPI_Target_Type,Department_ID,Department_Name,Department_Description,Actual_Value,Target_Value,Variance,Achievement_Rate,Status,Performance_Category,Period,Date,DateTime,Year,Month,Month_Name,Quarter,Week,Day,Weekday,Notes,Created_By
222,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.89,4.5,-0.6099999999999999,86.44,Below Target,Fair,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
223,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.32,4.5,-0.17999999999999972,96.0,Below Target,Good,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
224,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.61,4.5,-0.8900000000000001,80.22,Below Target,Fair,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
225,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.54,4.5,-0.96,78.67,Below Target,Fair,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
226,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.51,4.5,-0.9900000000000002,78.0,Below Target,Fair,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
227,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.19,4.5,-0.3099999999999996,93.11,Below Target,Good,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
228,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.05,4.5,-0.4500000000000002,90.0,Below Target,Fair,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
229,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.91,4.5,0.41000000000000014,109.11,Above Target,Excellent,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
230,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.64,4.5,-0.8599999999999999,80.89,Below Target,Fair,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
231,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.5,4.5,0.0,100.0,Above Target,Excellent,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
232,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.79,4.5,0.29000000000000004,106.44,Above Target,Excellent,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
233,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.82,4.5,-0.6800000000000002,84.89,Below Target,Fair,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
234,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.2,4.5,-0.2999999999999998,93.33,Below Target,Good,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
235,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.68,4.5,-0.8199999999999998,81.78,Below Target,Fair,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
236,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.74,4.5,0.2400000000000002,105.33,Above Target,Excellent,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
237,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.3,4.5,-0.20000000000000018,95.56,Below Target,Good,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
238,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,3.85,4.5,-0.6499999999999999,85.56,Below Target,Fair,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
239,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.27,4.5,-0.23000000000000043,94.89,Below Target,Good,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
240,8,Quality Score,Product quality rating,score,higher_better,3,Operations,Operational Efficiency and Quality,4.58,4.5,0.08000000000000007,101.78,Above Target,Excellent,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
241,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,3.8,5.0,-1.2000000000000002,76.0,Below Target,Fair,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
242,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,2.01,5.0,-2.99,40.2,Below Target,Poor,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
243,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,9.06,5.0,4.0600000000000005,181.2,Above Target,Excellent,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
244,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,5.04,5.0,0.040000000000000036,100.8,Above Target,Excellent,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
245,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,9.73,5.0,4.73,194.6,Above Target,Excellent,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
246,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,4.38,5.0,-0.6200000000000001,87.6,Below Target,Fair,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
247,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,1.29,5.0,-3.71,25.8,Below Target,Poor,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
248,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,1.12,5.0,-3.88,22.4,Below Target,Poor,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
249,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,7.76,5.0,2.76,155.2,Above Target,Excellent,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
250,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,1.04,5.0,-3.96,20.8,Below Target,Poor,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
251,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,5.98,5.0,0.9800000000000004,119.6,Above Target,Excellent,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
252,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,2.72,5.0,-2.28,54.4,Below Target,Poor,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
253,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,9.54,5.0,4.539999999999999,190.8,Above Target,Excellent,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
254,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,4.67,5.0,-0.33000000000000007,93.4,Below Target,Good,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
255,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,3.1,5.0,-1.9,62.0,Below Target,Poor,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
256,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,1.5,5.0,-3.5,30.0,Below Target,Poor,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
257,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,7.4,5.0,2.4000000000000004,148.0,Above Target,Excellent,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
258,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,4.01,5.0,-0.9900000000000002,80.2,Below Target,Fair,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
259,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,1.86,5.0,-3.1399999999999997,37.2,Below Target,Poor,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
260,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,2.25,5.0,-2.75,45.0,Below Target,Poor,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
261,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,5.94,5.0,0.9400000000000004,118.8,Above Target,Excellent,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
262,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,4.39,5.0,-0.6100000000000003,87.8,Below Target,Fair,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
263,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,9.33,5.0,4.33,186.6,Above Target,Excellent,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
264,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,4.06,5.0,-0.9400000000000004,81.2,Below Target,Fair,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
265,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,6.74,5.0,1.7400000000000002,134.8,Above Target,Excellent,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
266,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,1.95,5.0,-3.05,39.0,Below Target,Poor,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
267,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,9.66,5.0,4.66,193.2,Above Target,Excellent,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
268,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,3.18,5.0,-1.8199999999999998,63.6,Below Target,Poor,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
269,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,5.22,5.0,0.21999999999999975,104.4,Above Target,Excellent,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
270,9,Delivery Time,Average delivery time,days,lower_better,3,Operations,Operational Efficiency and Quality,5.78,5.0,0.7800000000000002,115.6,Above Target,Excellent,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
271,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,76.39,80.0,-3.6099999999999994,95.49,Below Target,Good,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
272,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,66.62,80.0,-13.379999999999995,83.28,Below Target,Fair,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
273,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,84.87,80.0,4.8700000000000045,106.09,Above Target,Excellent,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
274,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,87.84,80.0,7.840000000000003,109.8,Above Target,Excellent,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
275,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,69.5,80.0,-10.5,86.88,Below Target,Fair,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
276,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,87.75,80.0,7.75,109.69,Above Target,Excellent,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
277,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,89.75,80.0,9.75,112.19,Above Target,Excellent,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
278,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,79.41,80.0,-0.5900000000000034,99.26,Below Target,Good,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
279,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,88.92,80.0,8.920000000000002,111.15,Above Target,Excellent,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
280,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,74.16,80.0,-5.840000000000003,92.7,Below Target,Good,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
281,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,62.39,80.0,-17.61,77.99,Below Target,Fair,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
282,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,91.57,80.0,11.569999999999993,114.46,Above Target,Excellent,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
283,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,81.02,80.0,1.019999999999996,101.28,Above Target,Excellent,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
284,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,85.75,80.0,5.75,107.19,Above Target,Excellent,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
285,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,79.21,80.0,-0.7900000000000063,99.01,Below Target,Good,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
286,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,60.72,80.0,-19.28,75.9,Below Target,Fair,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
287,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,69.67,80.0,-10.329999999999998,87.09,Below Target,Fair,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
288,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,72.66,80.0,-7.340000000000003,90.83,Below Target,Good,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
289,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,84.63,80.0,4.6299999999999955,105.79,Above Target,Excellent,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
290,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,65.49,80.0,-14.510000000000005,81.86,Below Target,Fair,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
291,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,78.09,80.0,-1.9099999999999966,97.61,Below Target,Good,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
292,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,70.03,80.0,-9.969999999999999,87.54,Below Target,Fair,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
293,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,78.57,80.0,-1.4300000000000068,98.21,Below Target,Good,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
294,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,77.06,80.0,-2.9399999999999977,96.33,Below Target,Good,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
295,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,77.68,80.0,-2.319999999999993,97.1,Below Target,Good,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
296,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,79.53,80.0,-0.46999999999999886,99.41,Below Target,Good,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
297,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,85.67,80.0,5.670000000000002,107.09,Above Target,Excellent,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
298,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,70.9,80.0,-9.099999999999994,88.63,Below Target,Fair,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
299,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,60.4,80.0,-19.6,75.5,Below Target,Fair,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
300,10,Profit Margin,Net profit margin,%,higher_better,4,Finance,Financial Performance and Management,72.48,80.0,-7.519999999999996,90.6,Below Target,Good,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
301,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,57346.77,100000.0,-42653.23,57.35,Below Target,Poor,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
302,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,110802.66,100000.0,10802.660000000003,110.8,Above Target,Excellent,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
303,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,119228.81,100000.0,19228.809999999998,119.23,Above Target,Excellent,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
304,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,110038.37,100000.0,10038.369999999995,110.04,Above Target,Excellent,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
305,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,104828.09,100000.0,4828.0899999999965,104.83,Above Target,Excellent,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
306,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,132688.08,100000.0,32688.079999999987,132.69,Above Target,Excellent,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
307,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,61794.54,100000.0,-38205.46,61.79,Below Target,Poor,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
308,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,98802.94,100000.0,-1197.0599999999977,98.8,Below Target,Good,daily,2025-07-22,2025-07-22 04:56:15,2025,7,July,Q3,30,22,Tuesday,,system
309,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,55931.13,100000.0,-44068.87,55.93,Below Target,Poor,daily,2025-07-23,2025-07-23 04:56:15,2025,7,July,Q3,30,23,Wednesday,,system
310,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,97907.49,100000.0,-2092.5099999999948,97.91,Below Target,Good,daily,2025-07-24,2025-07-24 04:56:15,2025,7,July,Q3,30,24,Thursday,,system
311,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,77565.88,100000.0,-22434.119999999995,77.57,Below Target,Fair,daily,2025-07-25,2025-07-25 04:56:15,2025,7,July,Q3,30,25,Friday,,system
312,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,144013.47,100000.0,44013.47,144.01,Above Target,Excellent,daily,2025-07-26,2025-07-26 04:56:15,2025,7,July,Q3,30,26,Saturday,,system
313,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,96531.76,100000.0,-3468.2400000000052,96.53,Below Target,Good,daily,2025-07-27,2025-07-27 04:56:15,2025,7,July,Q3,30,27,Sunday,,system
314,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,121438.48,100000.0,21438.479999999996,121.44,Above Target,Excellent,daily,2025-07-28,2025-07-28 04:56:15,2025,7,July,Q3,31,28,Monday,,system
315,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,79088.23,100000.0,-20911.770000000004,79.09,Below Target,Fair,daily,2025-07-29,2025-07-29 04:56:15,2025,7,July,Q3,31,29,Tuesday,,system
316,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,96368.89,100000.0,-3631.1100000000006,96.37,Below Target,Good,daily,2025-07-30,2025-07-30 04:56:15,2025,7,July,Q3,31,30,Wednesday,,system
317,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,62933.06,100000.0,-37066.94,62.93,Below Target,Poor,daily,2025-07-31,2025-07-31 04:56:15,2025,7,July,Q3,31,31,Thursday,,system
318,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,118848.28,100000.0,18848.28,118.85,Above Target,Excellent,daily,2025-08-01,2025-08-01 04:56:15,2025,8,August,Q3,31,1,Friday,,system
319,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,134782.57,100000.0,34782.57000000001,134.78,Above Target,Excellent,daily,2025-08-02,2025-08-02 04:56:15,2025,8,August,Q3,31,2,Saturday,,system
320,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,130738.84,100000.0,30738.839999999997,130.74,Above Target,Excellent,daily,2025-08-03,2025-08-03 04:56:15,2025,8,August,Q3,31,3,Sunday,,system
321,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,79521.16,100000.0,-20478.839999999997,79.52,Below Target,Fair,daily,2025-08-04,2025-08-04 04:56:15,2025,8,August,Q3,32,4,Monday,,system
322,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,127332.65,100000.0,27332.649999999994,127.33,Above Target,Excellent,daily,2025-08-05,2025-08-05 04:56:15,2025,8,August,Q3,32,5,Tuesday,,system
323,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,121093.27,100000.0,21093.270000000004,121.09,Above Target,Excellent,daily,2025-08-06,2025-08-06 04:56:15,2025,8,August,Q3,32,6,Wednesday,,system
324,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,135362.97,100000.0,35362.97,135.36,Above Target,Excellent,daily,2025-08-07,2025-08-07 04:56:15,2025,8,August,Q3,32,7,Thursday,,system
325,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,147172.67,100000.0,47172.67000000001,147.17,Above Target,Excellent,daily,2025-08-08,2025-08-08 04:56:15,2025,8,August,Q3,32,8,Friday,,system
326,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,65982.97,100000.0,-34017.03,65.98,Below Target,Poor,daily,2025-08-09,2025-08-09 04:56:15,2025,8,August,Q3,32,9,Saturday,,system
327,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,78027.44,100000.0,-21972.559999999998,78.03,Below Target,Fair,daily,2025-08-10,2025-08-10 04:56:15,2025,8,August,Q3,32,10,Sunday,,system
328,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,88354.71,100000.0,-11645.289999999994,88.35,Below Target,Fair,daily,2025-08-11,2025-08-11 04:56:15,2025,8,August,Q3,33,11,Monday,,system
329,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,134757.07,100000.0,34757.07000000001,134.76,Above Target,Excellent,daily,2025-08-12,2025-08-12 04:56:15,2025,8,August,Q3,33,12,Tuesday,,system
330,11,Cash Flow,Monthly cash flow,$,higher_better,4,Finance,Financial Performance and Management,66028.54,100000.0,-33971.46000000001,66.03,Below Target,Poor,daily,2025-08-13,2025-08-13 04:56:15,2025,8,August,Q3,33,13,Wednesday,,system
331,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,4.79,4.5,0.29000000000000004,106.44,Above Target,Excellent,daily,2025-07-15,2025-07-15 04:56:15,2025,7,July,Q3,29,15,Tuesday,,system
332,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,4.16,4.5,-0.33999999999999986,92.44,Below Target,Good,daily,2025-07-16,2025-07-16 04:56:15,2025,7,July,Q3,29,16,Wednesday,,system
333,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,4.57,4.5,0.07000000000000028,101.56,Above Target,Excellent,daily,2025-07-17,2025-07-17 04:56:15,2025,7,July,Q3,29,17,Thursday,,system
334,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,3.6,4.5,-0.8999999999999999,80.0,Below Target,Fair,daily,2025-07-18,2025-07-18 04:56:15,2025,7,July,Q3,29,18,Friday,,system
335,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,4.53,4.5,0.03000000000000025,100.67,Above Target,Excellent,daily,2025-07-19,2025-07-19 04:56:15,2025,7,July,Q3,29,19,Saturday,,system
336,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,3.8,4.5,-0.7000000000000002,84.44,Below Target,Fair,daily,2025-07-20,2025-07-20 04:56:15,2025,7,July,Q3,29,20,Sunday,,system
337,12,Employee Satisfaction,Employee satisfaction score,score,higher_better,5,HR,Human Resources and Employee Management,3.94,4.5,-0.56,87.56,Below Target,Fair,daily,2025-07-21,2025-07-21 04:56:15,2025,7,July,Q3,30,21,Monday,,system
